chain_groups components_hc hc_perp hc_ess final_number_of_components last_perp last_ess N_importance_to_adapt
1 5 0.582925431515 0.275306127623 5 0.68273407966 0.329617487901 9000
1 5 0.613476269179 0.483313253857 5 0.648787169623 0.26309809659 9000
1 5 0.620985193163 0.357266806072 5 0.671757491316 0.23919624379 9000
1 5 0.624662299633 0.330255521922 5 0.660732342566 0.181336553535 9000
1 5 0.646158628829 0.525823208305 5 0.658370082159 0.214321233133 6000
1 5 0.635961403362 0.510396999593 5 0.599856080789 0.261019963033 6000
1 5 0.630911582931 0.511098242378 5 0.683473732263 0.386948561906 6000
1 5 0.645750561256 0.475941294958 5 0.588502117578 0.0295201212242 9000
1 5 0.621928506909 0.44486961582 5 0.624459088061 0.113432406941 9000
1 5 0.6305847356 0.343369133476 5 0.640080940564 0.196973028916 9000
1 5 0.59596306559 0.353639185098 5 0.629466422485 0.141888754076 6000
1 5 0.631481321241 0.48696941355 5 0.672664553459 0.225363036373 9000
1 5 0.619584923684 0.365011494527 5 0.501830215894 0.0178562722025 12000
1 5 0.627801243738 0.484248438629 5 0.687433892856 0.409504659503 6000
1 5 0.613611766386 0.460365861415 5 0.678857799675 0.281137347974 9000
1 5 0.58006633306 0.241358543361 5 0.483396977449 0.00774679860967 6000
1 5 0.626934437732 0.44407811576 5 0.645693310399 0.286582234952 6000
1 5 0.612722515143 0.446757580644 5 0.569042688606 0.148688916385 9000
1 5 0.59977811076 0.0392199052598 5 0.641021479508 0.060645801046 6000
1 5 0.613514666602 0.325554607239 5 0.594680267895 0.0658504399918 9000
1 5 0.643223200903 0.470691587626 5 0.634456446728 0.312040306696 6000
1 5 0.622982135316 0.426123022203 5 0.65171183959 0.154816484901 9000
1 5 0.606903438731 0.300607646107 5 0.653484893779 0.0874677418922 9000
1 5 0.60123009219 0.45849169615 5 0.645572708965 0.363917527238 6000
1 5 0.635868759499 0.495265071678 5 0.653693060944 0.1407071908 9000
1 5 0.586508720778 0.305432926218 5 0.681767597437 0.374410784397 9000
1 5 0.619257930938 0.282873736202 5 0.690744000435 0.391434545811 9000
1 5 0.551665320694 0.330843660986 5 0.563591153715 0.0653517522288 6000
1 5 0.62584298132 0.48012984709 5 0.668200175404 0.095412495129 9000
1 5 0.629817265204 0.42034257218 5 0.649978116324 0.126549645982 9000
1 5 0.629238018856 0.314759521794 5 0.681599636082 0.0895205183954 9000
1 5 0.622090360099 0.483546828276 5 0.380038028032 0.00186250110151 9000
1 5 0.650156551719 0.517794649287 5 0.631972720497 0.0552459272488 6000
1 5 0.634822331839 0.464277535187 5 0.648247951618 0.111100030784 9000
1 5 0.633517581933 0.23077038064 5 0.632951915128 0.0644175334557 6000
1 5 0.625630350256 0.490542049409 5 0.671472065712 0.154915725628 12000
1 5 0.584779731762 0.372017065273 4 0.676700580305 0.30606651619 11400
1 5 0.626096172237 0.440582046645 5 0.700624011426 0.408177388589 6000
1 5 0.566283531527 0.312525085571 5 0.634798227035 0.160921064373 9000
1 5 0.641901651639 0.510763062842 5 0.668309616619 0.22436751867 6000
1 5 0.643414963119 0.480644402303 5 0.712295079253 0.341204794127 9000
1 5 0.566127665442 0.273770567605 5 0.62354768122 0.0885074387082 6000
1 5 0.608664627365 0.481332785849 5 0.67815196289 0.43991281727 6000
1 5 0.6231717661 0.478815043533 5 0.659625571178 0.0895612940036 9000
1 5 0.608359426234 0.481783133165 5 0.620200427733 0.149079154159 9000
1 5 0.628193151281 0.425238302651 5 0.638053772087 0.124061800913 9000
1 5 0.612415877292 0.205516199994 5 0.613900231227 0.265368773144 6000
1 5 0.624008363973 0.443505252309 5 0.670406969231 0.371031956345 6000
1 5 0.64109241116 0.449610832047 5 0.685875348287 0.231274246717 9000
1 5 0.612246466524 0.335639372664 5 0.643559956033 0.178713819435 9000
1 5 0.634549982344 0.411151772249 5 0.613417151203 0.0710185421566 9000
1 5 0.623711699226 0.445216766408 5 0.690606074798 0.386913192171 6000
1 5 0.603229659867 0.431762493749 5 0.602146157276 0.172383331626 6000
1 5 0.611218866808 0.473904235948 5 0.608341891126 0.19018548572 9000
1 5 0.619895920062 0.29414968946 5 0.649991201666 0.177439161659 6000
1 5 0.623134222212 0.350899862811 5 0.612205465822 0.0796518375853 6000
1 5 0.625339084836 0.448083059487 5 0.620456840598 0.130848010564 9000
1 5 0.62130624141 0.268379401021 5 0.651697904404 0.287837729902 9000
1 5 0.623724308666 0.456867816415 5 0.667047009801 0.262503519335 9000
1 5 0.620414032038 0.475879165212 5 0.61290164959 0.268025913945 6000
1 5 0.625151760305 0.377578217124 5 0.62739396351 0.0470620521481 6000
1 5 0.626419800576 0.483008343263 5 0.673436206926 0.263630191761 6000
1 5 0.64491889777 0.520097828767 5 0.599264018357 0.0628008080151 9000
1 5 0.61018331994 0.401296174444 5 0.68469098329 0.341888889043 9000
1 5 0.630860228147 0.402149031322 5 0.675109531094 0.298935029795 9000
1 5 0.611841881275 0.344651985069 5 0.551763898591 0.00974411544977 9000
1 5 0.620441239519 0.265708353142 5 0.62745256157 0.0724412360938 6000
1 5 0.610705625983 0.468046596653 5 0.619886739561 0.305942261842 6000
1 5 0.627970628091 0.279865587073 5 0.671783665958 0.261601511679 9000
1 5 0.628778008258 0.283488141257 5 0.679880019906 0.341454118347 6000
1 5 0.601946558062 0.387490553661 5 0.336581131005 0.00167595194106 6000
1 5 0.629110856186 0.457057112365 5 0.655378198636 0.233522126379 6000
