chain_groups components_hc hc_perp hc_ess final_number_of_components last_perp last_ess N_importance_to_adapt
1 15 0.605742176142 0.355136248042 15 0.834611603263 0.552293487597 36000
1 15 0.63245507554 0.408786983811 15 0.772987509422 0.0471254227202 36000
1 15 0.61356119162 0.480824728491 15 0.835957275159 0.2366481178 36000
1 15 0.628719784068 0.331348006165 15 0.825392526602 0.352005426311 45000
1 15 0.623952667937 0.485235097505 15 0.861682419385 0.490898481571 54000
1 15 0.621551594083 0.452676537961 15 0.849991543377 0.464033915488 45000
1 15 0.626175927412 0.460461403814 14 0.857606761537 0.658658376208 35400
1 15 0.620617320075 0.45685964735 14 0.808445658716 0.211649434268 35400
1 15 0.616444155401 0.448120232599 15 0.847835754023 0.58924353137 45000
1 15 0.606712914753 0.226549447282 15 0.795511116414 0.443963183062 36000
1 15 0.61669839041 0.462321990011 15 0.849197534444 0.62266197535 36000
1 15 0.609365411154 0.428946586036 15 0.865081855978 0.652184248429 45000
1 15 0.626970457075 0.132738167246 15 0.719141275616 0.0281405182919 54000
1 15 0.621305701269 0.474406485497 15 0.827034204006 0.598015750476 36000
1 15 0.61935961344 0.292093283845 15 0.807334039089 0.181893277471 36000
1 15 0.631756275796 0.456080190254 15 0.764652477901 0.146402998851 36000
1 15 0.621775922858 0.393342326766 15 0.854825810628 0.582357670833 45000
1 15 0.617689862449 0.439984660428 14 0.841677519572 0.498209115143 35400
1 15 0.636197816744 0.458504191922 15 0.837049579356 0.619149002065 36000
1 15 0.644956557056 0.491080931347 15 0.796761455676 0.48308050929 27000
1 15 0.636494426079 0.36852402836 15 0.819926650933 0.516110122381 36000
1 15 0.621163533821 0.382269612689 15 0.766680470987 0.169408600024 36000
1 15 0.628123388178 0.496912239124 15 0.806923239951 0.127195161731 36000
1 15 0.633471656998 0.316018816209 15 0.837110000513 0.339496355422 36000
1 15 0.626907180473 0.473073610455 15 0.812428358169 0.31478454447 27000
1 15 0.632666375604 0.486796353851 15 0.830003279517 0.301532497503 36000
1 15 0.629891067704 0.451054268521 15 0.830642189557 0.339150232532 45000
1 15 0.628690957882 0.495410479613 15 0.809257559822 0.262677836849 36000
1 15 0.622601492483 0.257977405667 15 0.853572853639 0.605549364686 36000
1 15 0.610141096532 0.210498388904 15 0.858072601101 0.627971935442 36000
1 15 0.600272957323 0.0802950801489 15 0.81796120931 0.4292438473 36000
1 15 0.614831986412 0.405832821289 14 0.800288142516 0.39753495031 35400
1 15 0.633325707806 0.482147434315 15 0.842059950244 0.305976634906 36000
1 15 0.611888363659 0.159456214606 15 0.837811654321 0.499399631268 36000
1 15 0.63393015106 0.478092280961 15 0.807608575674 0.201530424172 36000
1 15 0.613968202678 0.311760419947 15 0.826857317437 0.377054185715 36000
1 15 0.618244165718 0.246196612288 15 0.818674641154 0.251509433569 36000
1 15 0.616360405315 0.479915372635 15 0.849322495896 0.392645645682 45000
1 15 0.627917636028 0.376242919605 15 0.803416020032 0.526363344288 27000
1 15 0.604058599477 0.213265380366 15 0.826809011406 0.248736938375 45000
1 15 0.63521613793 0.464770373807 15 0.812298400034 0.533129765861 27000
