chain_groups components_hc hc_perp hc_ess final_number_of_components last_perp last_ess N_importance_to_adapt

1 15 0.627178387137 0.483734474426 15 0.805020740168 0.529220080174 27000
1 15 0.626784984081 0.466945838584 14 0.831691569939 0.28406361241 35400
1 15 0.636225634032 0.457378224601 15 0.814002380761 0.276725062931 36000
1 15 0.625664138199 0.46260488041 15 0.82884035644 0.655840939344 27000
1 15 0.625846588971 0.478077256509 15 0.747680710301 0.328940848287 18000
1 15 0.618863471403 0.46780550536 15 0.82511972473 0.235537755622 45000
1 15 0.612927887129 0.415144311217 14 0.856606599223 0.566486440197 43800
1 15 0.627348863324 0.464116693446 15 0.820777483397 0.278970517653 45000
1 15 0.624925422079 0.463695035454 15 0.801644931415 0.359861533214 36000
1 15 0.641373611364 0.491172772385 15 0.841053360223 0.450717503621 36000
1 15 0.637115407399 0.457996793049 15 0.837976466407 0.535636648624 36000
1 15 0.647545439075 0.500440064525 15 0.855735044999 0.561963974666 36000
1 15 0.612213325356 0.437332914261 15 0.833758102008 0.400507026402 36000
1 15 0.650331771477 0.505050623304 15 0.840426416791 0.540116243343 36000
1 15 0.641688558332 0.457616141644 15 0.816533230387 0.558186888814 27000
1 15 0.618094465814 0.469390981706 15 0.799718029302 0.340902011581 36000
1 15 0.625872361458 0.449781936027 15 0.834517510093 0.549356007568 36000
1 15 0.617391438651 0.381342565617 15 0.819739703595 0.375985211383 36000
1 15 0.633720801999 0.445014241016 15 0.870701297991 0.648965008942 36000
1 15 0.632913270247 0.480426334917 15 0.837959365873 0.560186992826 36000
1 15 0.599513058999 0.370665082623 15 0.8093239334 0.382975640901 36000
1 15 0.606441340211 0.391745791778 15 0.835941744873 0.63083774898 36000
1 15 0.633847732972 0.486320426567 15 0.827318983915 0.449905183864 36000
1 15 0.609104393424 0.279424582365 14 0.842663365567 0.585789347555 34800
1 15 0.632168002294 0.474741661652 14 0.810016532345 0.42793278031 35400
1 15 0.621920968418 0.1329043364 15 0.78370042269 0.0587400923065 36000
1 15 0.643619298383 0.482397703778 15 0.841662854775 0.317404183172 45000
1 15 0.622238167819 0.295367805274 14 0.84261633452 0.363126728676 35400
1 15 0.626021579598 0.474935057832 15 0.820665994414 0.264494711557 36000
1 15 0.627145355432 0.442469032811 14 0.804251720376 0.33054292434 34800
1 15 0.644129579692 0.494150611348 15 0.591709207724 0.00500167363105 27000
1 15 0.6280444226 0.48907456527 15 0.80411637293 0.454000308927 27000
1 15 0.631585824377 0.47526571781 15 0.735791113032 0.372332629034 18000
1 15 0.56339631262 0.0389634525532 15 0.865383456902 0.685636333004 36000
1 15 0.656053165069 0.514937384995 15 0.792553329269 0.494450795022 27000
1 15 0.623418464331 0.264471757141 15 0.840061708796 0.469048419293 36000
1 15 0.616298790979 0.464427209463 15 0.833766515386 0.452971645756 36000
1 15 0.638959440727 0.49344664946 15 0.857592298722 0.640686082355 36000
1 15 0.622277436781 0.473280419958 15 0.786837121387 0.158164935733 36000
1 15 0.598524050548 0.295843896701 15 0.810755037663 0.633479461942 27000
1 15 0.61990071899 0.456246841125 15 0.728847951101 0.271100468797 18000
1 15 0.607520891146 0.250755217264 14 0.86710558564 0.646753687175 43800
1 15 0.631068740726 0.428807788081 15 0.725132684905 0.344483662524 18000
1 15 0.63396617873 0.472049509332 15 0.855413818861 0.635074939846 36000
1 15 0.626848947461 0.468713608143 15 0.810267533495 0.588358228923 27000
1 15 0.622019766787 0.196737334243 15 0.76459320514 0.155700330939 27000
1 15 0.631117127764 0.46286203235 15 0.795697439438 0.225460710177 36000
1 15 0.612592154593 0.459133737784 15 0.866393665815 0.662364151978 45000
1 15 0.612708417107 0.388663957015 15 0.821946332104 0.328939424123 36000
1 15 0.638798409947 0.431440548333 14 0.750072263809 0.238280122278 26400
1 15 0.629924608525 0.462605212923 15 0.797747177499 0.240741248721 36000
1 15 0.627059976173 0.450769935769 15 0.832356022262 0.364529555614 36000
1 15 0.61925206335 0.413025613256 14 0.826088712693 0.376749564999 35400
1 15 0.632478428954 0.49624993284 14 0.837778487265 0.225683947866 53400
1 15 0.632082577333 0.403483129744 15 0.859458964473 0.634879171417 45000
1 15 0.619010733529 0.481212277427 15 0.837238315951 0.578268959042 36000
1 15 0.623096647884 0.412775025994 15 0.8012299292 0.432567890817 36000
1 15 0.635644467549 0.483232347154 15 0.822481173644 0.175180971011 36000
1 15 0.614466444864 0.31961928112 14 0.837447577059 0.482808209832 34800
