chain_groups components_PMC Perplexity_PMC ESS_PMC components_VB Perplexity_VB ESS_VB components_HC Perplexity_HC ESS_HC

2 30 0.0288213449929 0.00193625662219 2 0.477915893097 0.276625667672 30 0.407666691148 0.19356832493
2 28 0.0386959535734 0.00350479466632 2 0.445590720686 0.228961249084 30 0.384424194807 0.163036008634
2 30 0.0282701051831 0.00134180404064 2 0.494614159147 0.293108869721 30 0.430108860062 0.213087284473
2 28 0.027859300449 0.000862503580486 2 0.435008313117 0.208786742098 30 0.390709049942 0.167117709657
2 15 0.106560526251 0.00448936228988 4 0.256935350433 0.0358716763297 30 0.322097066009 0.0946565860781
2 28 0.0499163606826 0.00366967806797 2 0.436454243544 0.189724449972 30 0.379348634592 0.150486208246
2 29 0.0146369422967 0.000415090615468 2 0.438020544313 0.212612042203 30 0.37374136365 0.113471256243
2 29 0.0462134519578 0.0039646165246 2 0.442008717542 0.23232638416 30 0.369370911836 0.130295351834
2 30 0.039485390273 0.00301968073851 2 0.468111224259 0.248346723379 30 0.421683023684 0.201197515612
2 30 0.0420183978282 0.00364284343311 2 0.495069764936 0.300802550779 30 0.426563805876 0.219596206714
2 30 0.0544205168131 0.00613982259656 2 0.479879041108 0.265165215018 30 0.407871193331 0.139993011202
2 29 0.0518382311479 0.00579199038914 2 0.435604606512 0.215520429815 30 0.377047791521 0.157363824002
2 30 0.0399334561038 0.00293836987879 2 0.479415193442 0.257650421562 30 0.416331249371 0.200348616066
2 27 0.00376833599733 7.50154765019e-05 2 0.434730916701 0.19062365599 30 0.375941289953 0.151104846297
2 30 0.0529161250558 0.00517784456842 2 0.490025873824 0.294330546495 30 0.427766690205 0.206199638361
2 30 0.0510107485718 0.0066073725178 2 0.471848472689 0.268344278334 30 0.42104414083 0.205948875537
2 15 0.0471852209034 0.00220191582768 2 0.256465114102 0.0474282812791 30 0.200156872341 0.0269369915476
2 30 0.0356333350157 0.00171060135368 2 0.487092759692 0.284405123447 30 0.402302023854 0.164149568564
2 30 0.0326943955556 0.00187456794565 2 0.476803590139 0.268435237809 30 0.416503531601 0.198047661902
2 30 0.0331263931018 0.00297600561073 2 0.4963168562 0.302874590274 30 0.429151678996 0.204603873463
2 30 0.0475090409035 0.00539671694138 2 0.478344908419 0.27100648074 30 0.424280795556 0.217720673032
2 30 0.0329104024047 0.00194541115931 2 0.48175441945 0.271525557946 30 0.418822883082 0.207333951911
2 15 0.129656989631 0.00952818632949 2 0.34809314648 0.102011300657 30 0.308872207037 0.0878320046566
2 30 0.0197998457058 0.000567664559931 2 0.489507425847 0.285005544849 30 0.421615832544 0.199750707948
2 30 0.039406435351 0.00315273664863 2 0.472197008881 0.251127718369 30 0.414230355431 0.199798645648
2 30 0.0363293650035 0.00362643409736 2 0.488089003726 0.285544865407 30 0.420609545623 0.197640007077
2 30 0.00876043378055 0.00024870802429 2 0.495318491641 0.290817625318 30 0.435204458811 0.221377614861
2 30 0.0137929303957 0.000498058166462 2 0.487980156929 0.245045436215 30 0.418757755063 0.163292183354
2 30 0.0261578069555 0.00099690676628 2 0.49650768357 0.304419102331 30 0.433979919777 0.234674289236
2 30 0.0464061255904 0.00416629232643 2 0.449176138366 0.231959140721 30 0.390441770497 0.171613720152
2 29 0.00651956398729 0.000114074281841 2 0.447130335001 0.242887853018 30 0.380991944073 0.171415107219
2 29 0.0541610973937 0.00399183872887 2 0.440706305125 0.203008097429 30 0.388598581272 0.186931087129
2 30 0.0406654159705 0.00350245475057 2 0.489503633797 0.285463847286 30 0.423721444555 0.15817941541
2 30 0.00816683198111 0.000236296049709 2 0.471557320691 0.242800206524 30 0.421752937073 0.188787576292
2 30 0.0438087212194 0.00379748968417 2 0.480723210511 0.272926828206 30 0.417235081625 0.19974241211
2 30 0.0376910723725 0.00277927257886 2 0.494124005648 0.294745444046 30 0.432041794321 0.227854657419
2 30 0.0459003687722 0.00391292504202 15 0.149677535175 0.00488281074042 30 0.420111886383 0.198856992898
2 30 0.0275611685089 0.00107048771864 2 0.475845367752 0.25795745821 30 0.412008152718 0.190570866779
